"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties"
"CHEMBL568076";"";"0";"323.44";"0";"3.75";"(+)-15";"CC[C@]12CCN(CCc3ccccc3)C[C@H]1Oc1ccc(O)cc12";"Emax";"'='";"84.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1056135";"Agonist activity at human recombinant mu opioid receptor expressed in CHO cells assessed as stimulation of [35S]GTPgammaS binding after 3 hrs by liquid scintillation counting relative to DAMGO";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1154776";"1";"Scientific Literature";"J. Med. Chem.";"2009";"CHEMBL3308072";""
"CHEMBL399465";"";"0";"478.68";"1";"6.26";"6";"C[C@H]1C2Cc3ccc(C(=O)NCCc4ccccc4-c4ccccc4)cc3[C@@]1(C)CCN2CC1CC1";"Emax";"'='";"36.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL941715";"Agonist activity at human mu opioid receptor expressed in CHO cell membrane by [35S]GTPgammaS binding assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140563";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2007";"CHEMBL3308072";""
"CHEMBL438871";"";"0";"513.13";"2";"6.91";"11";"C[C@H]1C2Cc3ccc(C(=O)NCCc4ccc(-c5ccc(Cl)cc5)cc4)cc3[C@@]1(C)CCN2CC1CC1";"Emax";"'='";"31.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL941715";"Agonist activity at human mu opioid receptor expressed in CHO cell membrane by [35S]GTPgammaS binding assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140563";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2007";"CHEMBL3308072";""
"CHEMBL184547";"";"0";"383.52";"0";"3.19";"19f";"O=S1(=O)Nc2ccccc2N1C1CCN(C2CCc3ccccc3C2)CC1";"Emax";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL838030";"Agonist activity as maximal effect in [35S]-GTP-gamma binding assay compared to 10 uM DAMGO; ND denotes not determined";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137888";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2004";"None";""
"CHEMBL4549736";"";"0";"353.40";"0";"1.83";"15b";"CN1C(=O)c2[nH]c3ccccc3c2CN2CC[C@@H]1C2.O=S(=O)(O)O";"Emax";"'='";"18.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4410508";"Agonist activity at human mu opioid receptor expressed in CHOK1 cells assessed as inhibition of forskolin-induced cAMP production by FRET assay relative to DAMGO";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4406890";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2019";"None";""
"CHEMBL3086753";"";"0";"531.05";"0";"4.12";"17";"Cl.O=C(N[C@@]12CCC(=O)[C@@H]3Oc4c(O)ccc5c4[C@@]31CCN(CC1CC1)[C@@H]2C5)c1ccc2ccccc2c1";"Emax";"'='";"16.5";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3089523";"Agonist activity at mu opioid receptor (unknown origin) expressed in CHO cell membranes assessed as stimulation of [35S]-GTPgammaS binding after 1.5 hrs relative to DAMGO";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3085727";"1";"Scientific Literature";"J. Med. Chem.";"2013";"CHEMBL3308072";""
"CHEMBL3086745";"";"0";"532.04";"0";"4.54";"9";"Cl.O=C(O[C@@]12CCC(=O)[C@@H]3Oc4c(O)ccc5c4[C@@]31CCN(CC1CC1)[C@@H]2C5)c1ccc2ccccc2c1";"Emax";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL3089523";"Agonist activity at mu opioid receptor (unknown origin) expressed in CHO cell membranes assessed as stimulation of [35S]-GTPgammaS binding after 1.5 hrs relative to DAMGO";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3085727";"1";"Scientific Literature";"J. Med. Chem.";"2013";"CHEMBL3308072";""
"CHEMBL3086762";"";"0";"533.02";"0";"3.94";"7";"Cl.O=C(O[C@@]12CCC(=O)[C@@H]3Oc4c(O)ccc5c4[C@@]31CCN(CC1CC1)[C@@H]2C5)c1ccc2ccccc2n1";"Emax";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL3089523";"Agonist activity at mu opioid receptor (unknown origin) expressed in CHO cell membranes assessed as stimulation of [35S]-GTPgammaS binding after 1.5 hrs relative to DAMGO";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3085727";"1";"Scientific Literature";"J. Med. Chem.";"2013";"CHEMBL3308072";""
"CHEMBL3217271";"";"0";"505.57";"1";"5.48";"5h";"C[C@@H]1CN(CCCc2ccccc2)[C@H]2C[C@H](N(C)CC3CC3)C[C@]1(c1cccc(O)c1)C2.Cl.Cl";"Emax";"'='";"109.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3089285";"Agonist activity at human mu opioid receptor expressed in CHO cells by [35S]GTPgammaS binding assay relative to DAMGO";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3085655";"1";"Scientific Literature";"J. Med. Chem.";"2013";"CHEMBL3308072";""
"CHEMBL4296728";"";"0";"517.50";"0";"3.77";"SYK-320";"CCOCCCN1CC[C@]23Cc4nc5ccccc5cc4C[C@@]2(O)[C@H]1Cc1ccc(O)cc13.Cl.Cl";"Emax";"'='";"38.52";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3097534";"Agonist activity at human recombinant mu opioid receptor expressed in CHO cells after 2 hrs by [35S]GTPgammaS binding assay relative to control";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3091434";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2013";"CHEMBL3308072";""
"CHEMBL4296733";"";"0";"459.42";"0";"3.36";"SYK-150";"CCN1CC[C@]23Cc4nc5ccccc5cc4C[C@@]2(O)[C@H]1Cc1ccc(O)cc13.Cl.Cl";"Emax";"'='";"11.58";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3097534";"Agonist activity at human recombinant mu opioid receptor expressed in CHO cells after 2 hrs by [35S]GTPgammaS binding assay relative to control";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3091434";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2013";"CHEMBL3308072";""
"CHEMBL3086754";"";"0";"496.01";"0";"2.29";"18";"Cl.O=C(Cc1ccccn1)N[C@@]12CCC(=O)[C@@H]3Oc4c(O)ccc5c4[C@@]31CCN(CC1CC1)[C@@H]2C5";"Emax";"'='";"78.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3089523";"Agonist activity at mu opioid receptor (unknown origin) expressed in CHO cell membranes assessed as stimulation of [35S]-GTPgammaS binding after 1.5 hrs relative to DAMGO";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3085727";"1";"Scientific Literature";"J. Med. Chem.";"2013";"CHEMBL3308072";""
"CHEMBL485";"CODEINE";"4";"299.37";"0";"1.50";"Codeine";"COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@]314";"Emax";"'='";"81.3";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL925793";"Activation of human mu opioid receptor expressed in HEK293a cells co-expressing YFP-labelled alphai1 and CFP-labelled beta1gamma2 Gi subunits assessed as decrease in fluorescence resonance energy transfer signal at 100 uM relative to morphine";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293-A";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1147037";"1";"Scientific Literature";"J. Biol. Chem.";"2007";"CHEMBL3886041";""
"CHEMBL584791";"";"0";"775.09";"2";"9.79";"11";"C=CCN1CC[C@]23c4c5ccc(OC(=O)CCCCCCCCC(=O)Oc6ccc7c(c6)[C@@]68CCCC[C@H]6C(C7)N(CC6CCC6)CC8)c4O[C@H]2CCC[C@H]3[C@H]1C5";"Emax";"'='";"34.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1056146";"Agonist activity at human mu opioid receptor expressed in CHO cells assessed as maximal stimulation of [35S]GTPgammaS binding relatiev to DAMGO";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1154777";"1";"Scientific Literature";"J. Med. Chem.";"2009";"CHEMBL3308072";""
"CHEMBL494854";"";"0";"497.60";"0";"3.30";"12";"O=C(N[C@@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5)c1ccc2ccccc2n1";"Emax";"'='";"149.8";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1007140";"Activity at monocloned mu opioid receptor expressed in CHO cells by [35S]GTPgammaS binding assay";"F";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140920";"1";"Scientific Literature";"J. Med. Chem.";"2009";"CHEMBL3308072";""
"CHEMBL521854";"";"0";"497.60";"0";"3.30";"10";"O=C(N[C@@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5)c1cc2ccccc2cn1";"Emax";"'='";"120.9";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1007140";"Activity at monocloned mu opioid receptor expressed in CHO cells by [35S]GTPgammaS binding assay";"F";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140920";"1";"Scientific Literature";"J. Med. Chem.";"2009";"CHEMBL3308072";""
"CHEMBL38874";"DAMGO";"0";"513.60";"2";"-0.94";"DAMGO";"C[C@@H](NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)NCC(=O)N(C)[C@@H](Cc1ccccc1)C(=O)NCCO";"Emax";"'='";"120.0";"%";"";"";"";"UO_0000187";"";"";"";"";"1";"CHEMBL958392";"Agonist activity at human mu opioid receptor expressed in CHO cells assessed as stimulation of [35S]GTPgammaS binding relative to basal level";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153960";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"CHEMBL3308072";""
"CHEMBL471049";"";"0";"312.37";"0";"1.02";"15";"CN1CC[C@]23c4c5ccc(C(N)=O)c4O[C@H]2C(=O)CC[C@H]3[C@H]1C5";"Emax";"'='";"140.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL958392";"Agonist activity at human mu opioid receptor expressed in CHO cells assessed as stimulation of [35S]GTPgammaS binding relative to basal level";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153960";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"CHEMBL3308072";""
"CHEMBL511645";"";"0";"386.49";"0";"1.44";"7";"NC(=O)c1ccc2c(c1O)[C@]13CCN(CC4CCC4)[C@H](C2)[C@]1(O)CC[C@@H](O)C3";"Emax";"'='";"13.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL958392";"Agonist activity at human mu opioid receptor expressed in CHO cells assessed as stimulation of [35S]GTPgammaS binding relative to basal level";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153960";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"CHEMBL3308072";""
"CHEMBL147511";"";"0";"789.16";"2";"11.04";"17 MCL-144";"O=C(CCCCCCCCC(=O)Oc1ccc2c(c1)[C@@]13CCCC[C@H]1[C@@H](C2)N(CC1CCC1)CC3)Oc1ccc2c(c1)[C@@]13CCCC[C@H]1[C@@H](C2)N(CC1CCC1)CC3";"Emax";"'='";"50.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL749741";"Percent maximal stimulation in [35S]-GTP-gamma S binding assay mediated by the Opioid receptor mu 1 in chinese Hamster Ovary (CHO)membranes";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145905";"1";"Scientific Literature";"J. Med. Chem.";"2003";"None";""
"CHEMBL511142";"BUPRENORPHINE";"4";"467.65";"0";"4.41";"1b";"CO[C@@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5";"Emax";"'='";"20.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3269495";"Agonist activity at human mu opioid receptor transfected in CHO cells assessed as stimulation of [35S]GTPgammaS binding at 10 uM after 60 mins by beta-plate liquid scintillation counting analysis relative to DAMGO";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3259633";"1";"Scientific Literature";"J. Med. Chem.";"2014";"CHEMBL3308072";""
"CHEMBL895";"NALBUPHINE";"4";"357.45";"0";"1.71";"6";"Oc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@@]4(O)[C@@H](C2)N(CC2CCC2)CC[C@]314";"Emax";"'='";"26.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL958392";"Agonist activity at human mu opioid receptor expressed in CHO cells assessed as stimulation of [35S]GTPgammaS binding relative to basal level";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153960";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"CHEMBL3308072";""
"CHEMBL38874";"DAMGO";"0";"513.60";"2";"-0.94";"DAMGO";"C[C@@H](NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)NCC(=O)N(C)[C@@H](Cc1ccccc1)C(=O)NCCO";"Emax";"'='";"389.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL924963";"Agonist activity at human mu opioid receptor expressed in CHO cells assessed as maximal stimulation of [35S]GTP-gamma-S binding relative to basal level";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140695";"1";"Scientific Literature";"J. Med. Chem.";"2008";"CHEMBL3308072";""
"CHEMBL58646";"";"0";"298.43";"0";"2.72";"1, 8-CAC";"C[C@H]1C2Cc3ccc(C(N)=O)cc3[C@@]1(C)CCN2CC1CC1";"Emax";"'='";"27.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL870418";"Antagonist activity against human mu opioid receptor expressed in CHO cells assessed as inhibition of DAMGO-stimulated [35S]GTPgammaS binding";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1146899";"1";"Scientific Literature";"J. Med. Chem.";"2006";"CHEMBL3308072";""
"CHEMBL38874";"DAMGO";"0";"513.60";"2";"-0.94";"DAMGO";"C[C@@H](NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)NCC(=O)N(C)[C@@H](Cc1ccccc1)C(=O)NCCO";"Emax";"'='";"120.0";"%";"";"";"";"UO_0000187";"";"";"";"";"1";"CHEMBL893249";"Agonist activity at human mu opioid receptor expressed in CHO cells assessed as stimulation of [35S]GTP-gamma-S binding relative to basal level after 60 mins";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1147995";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2007";"CHEMBL3308072";""
"CHEMBL394573";"";"0";"353.51";"0";"4.04";"12, MCL-447";"NC(=O)Nc1ccc2c(c1)[C@@]13CCCC[C@H]1[C@@H](C2)N(CC1CCC1)CC3";"Emax";"'='";"33.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL893249";"Agonist activity at human mu opioid receptor expressed in CHO cells assessed as stimulation of [35S]GTP-gamma-S binding relative to basal level after 60 mins";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1147995";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2007";"CHEMBL3308072";""
"CHEMBL255882";"SALUTARIDINOL";"0";"329.40";"0";"1.73";"Salutaridinol";"COC1=C[C@]23CCN(C)[C@H](Cc4ccc(OC)c(O)c42)C3=C[C@@H]1O";"Emax";"'='";"17.7";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL925793";"Activation of human mu opioid receptor expressed in HEK293a cells co-expressing YFP-labelled alphai1 and CFP-labelled beta1gamma2 Gi subunits assessed as decrease in fluorescence resonance energy transfer signal at 100 uM relative to morphine";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293-A";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1147037";"1";"Scientific Literature";"J. Biol. Chem.";"2007";"CHEMBL3886041";""
"CHEMBL264967";"";"0";"500.57";"1";"4.36";"3m";"COC(=O)[C@@H]1C[C@H](OC(=O)c2cccs2)C(=O)[C@H]2[C@@]1(C)CC[C@H]1C(=O)O[C@H](c3ccoc3)C[C@]21C";"Emax";"'='";"95.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL923556";"Agonist activity at human recombinant mu opioid receptor expressed in CHO cells by [35S]GTP-gamma-S binding assay relative to DAMGO";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1144846";"1";"Scientific Literature";"J. Med. Chem.";"2008";"CHEMBL3308072";""
"CHEMBL470005";"";"0";"356.47";"0";"2.07";"11";"NC(=O)c1ccc2c(c1O)[C@@]13CCCC[C@@]1(O)[C@@H](C2)N(CC1CC1)CC3";"Emax";"'='";"25.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL958392";"Agonist activity at human mu opioid receptor expressed in CHO cells assessed as stimulation of [35S]GTPgammaS binding relative to basal level";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153960";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"CHEMBL3308072";""
"CHEMBL460832";"";"0";"536.50";"2";"6.04";"(+/-)-6.3b";"COCCN(C(=O)c1ccc(Cl)c(Cl)c1)C1c2ccccc2C=CC1N1CCN(c2ccccc2)CC1";"Emax";"'='";"60.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1028120";"Intrinsic activity at human cloned mu opioid receptor at 100 uM by [35S]GTPgammaS binding assay relative to DAMGO";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1152717";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None";""
"CHEMBL461257";"";"0";"477.00";"0";"3.83";"(+/-)-6.4g";"COCCN(C(=O)COc1ccc(Cl)cc1)C1c2cc(OC)c(OC)cc2CCC1N(C)C";"Emax";"'='";"0.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1028120";"Intrinsic activity at human cloned mu opioid receptor at 100 uM by [35S]GTPgammaS binding assay relative to DAMGO";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1152717";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None";""
"CHEMBL1685";"DEZOCINE";"4";"245.37";"0";"3.11";"dezocine";"C[C@@]12CCCCC[C@@H](Cc3ccc(O)cc31)[C@@H]2N";"Emax";"'='";"6.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1028120";"Intrinsic activity at human cloned mu opioid receptor at 100 uM by [35S]GTPgammaS binding assay relative to DAMGO";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1152717";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None";""
"CHEMBL2179653";"";"0";"460.96";"0";"4.68";"17e";"CO[C@@]12Cc3cc(-c4ccc(Cl)cc4)cnc3[C@@H]3Oc4c(O)ccc5c4[C@@]31CCN(C)[C@@H]2C5";"Emax";"'='";"118.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL2186796";"Agonist activity at human mu opioid receptor expressed in CHO cells assessed as [35S]GTPgammaS binding by scintillation counting analysis relative to DAMGO";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2177065";"1";"Scientific Literature";"J. Med. Chem.";"2012";"CHEMBL3308072";""
"CHEMBL562340";"";"0";"384.52";"0";"4.57";"7c";"Oc1ccc2c(c1)[C@]13CCN(CC4CC4)C[C@@]1(C2)Cc1c([nH]c2ccccc12)C3";"Emax";"'='";"88.6";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1053216";"Agonist activity at human mu opioid receptor expressed in CHO cells assessed as stimulation of [35S]GTPgammaS binding by scintillation counting";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153456";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"CHEMBL3308072";""
"CHEMBL257661";"METAZOCINE";"0";"231.34";"0";"2.55";"6a";"C[C@H]1[C@@H]2Cc3ccc(O)cc3[C@]1(C)CCN2C";"Emax";"'='";"78.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1019887";"Activity at human cloned mu opioid receptor expressed in CHO cells by [35S]GTPgammaS binding assay relative to basal GTPgammaS binding";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139291";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"CHEMBL3308072";""
"CHEMBL566557";"";"0";"339.43";"0";"3.24";"(+)-17";"CC[C@]12CCN(C[C@H](O)c3ccccc3)C[C@H]1Oc1ccc(O)cc12";"Emax";"'='";"36.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1056135";"Agonist activity at human recombinant mu opioid receptor expressed in CHO cells assessed as stimulation of [35S]GTPgammaS binding after 3 hrs by liquid scintillation counting relative to DAMGO";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1154776";"1";"Scientific Literature";"J. Med. Chem.";"2009";"CHEMBL3308072";""
"CHEMBL301160";"BUTORPHAN";"0";"311.47";"0";"4.25";"3b (MC 101)";"Oc1ccc2c(c1)[C@@]13CCCC[C@H]1[C@@H](C2)N(CC1CCC1)CC3";"Emax";"'='";"50.0";"%";"";"";"";"UO_0000187";"";"";"";"";"1";"CHEMBL1056146";"Agonist activity at human mu opioid receptor expressed in CHO cells assessed as maximal stimulation of [35S]GTPgammaS binding relatiev to DAMGO";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1154777";"1";"Scientific Literature";"J. Med. Chem.";"2009";"CHEMBL3308072";""
